area,label,rdm_r
schaefer_256,256,0.12577173161376073
schaefer_257,257,0.08180151468787097
schaefer_258,258,0.10468145748284952
schaefer_259,259,0.11969321219447193
schaefer_260,260,0.14883490714790065
schaefer_261,261,0.11676429753282155
schaefer_262,262,0.2181635698360624
schaefer_263,263,0.1726995797750519
schaefer_264,264,0.14870029315946184
schaefer_265,265,0.15445069029094535
schaefer_266,266,0.11564235267875117
schaefer_267,267,0.02162150585601717
schaefer_268,268,0.18984860127173656
schaefer_269,269,0.13017320776239913
schaefer_270,270,0.1339946850041625
schaefer_271,271,0.2908886915299327
schaefer_272,272,0.31060801488498
schaefer_273,273,0.10077670044381279
schaefer_274,274,0.27512968409647254
schaefer_275,275,0.23168817141589848
schaefer_276,276,0.2890306244141204
schaefer_277,277,0.2187727061558076
schaefer_278,278,0.3221392777828321
schaefer_279,279,0.11453736218180639
schaefer_280,280,0.30219662368226924
schaefer_281,281,0.16421126488803126
schaefer_282,282,0.21718550230783892
schaefer_283,283,0.3297168600938844
schaefer_284,284,0.2898724285710615
schaefer_285,285,0.16763416463585076
schaefer_286,286,0.3425542980862144
schaefer_287,287,0.26386878581476214
schaefer_288,288,0.20427641365775986
schaefer_289,289,0.19498834773185483
schaefer_290,290,0.3405867325629322
schaefer_291,291,0.29495164394707324
schaefer_292,292,0.22429190838375726
schaefer_293,293,0.3637870052727863
schaefer_294,294,0.21123662086741182
schaefer_295,295,0.1515439935949583
schaefer_296,296,0.19507889623103095
schaefer_297,297,0.2687658530701126
schaefer_298,298,0.2160674407290175
schaefer_299,299,0.2941337386460744
schaefer_300,300,0.2927905060335039
schaefer_301,301,0.2585935621024023
schaefer_302,302,0.05706706734493086
schaefer_303,303,0.14116139573564268
