TrialNumber,amount,prob,lottery_id,view_time,slider_time,rt,choice,mouse_start,view_ev_duration,eval_ev_duration,ev_duration,EV,run
20,11.0,20.0,4,231.404,232.42,2.705,4.0,19.0,1.016,2.705,3.721,2.2,1
21,64.0,25.0,24,243.425,244.43,3.577,13.0,30.0,1.005,3.578,4.583,16.0,1
22,18.0,50.0,10,255.443,256.455,4.056,6.0,75.0,1.012,4.058,5.07,9.0,1
23,11.0,45.0,6,267.46,268.477,2.923,3.0,71.0,1.017,2.925,3.942,4.95,1
24,36.0,30.0,11,279.483,280.493,3.268,6.0,39.0,1.01,3.269,4.279,10.8,1
25,36.0,75.0,14,291.501,292.50699999999995,3.004,14.0,5.0,1.006,3.005,4.011,27.0,1
26,61.0,45.0,22,303.51399999999995,304.51699999999994,2.581,12.0,72.0,1.003,2.581,3.584,27.45,1
27,71.0,75.0,28,315.51899999999995,316.5249999999999,3.279,35.0,23.0,1.006,3.28,4.286,53.25,1
28,16.0,20.0,8,327.5309999999999,328.5359999999999,2.969,2.0,29.0,1.005,2.971,3.976,3.2,1
29,58.0,40.0,20,339.5419999999999,340.55299999999994,4.481,10.0,7.0,1.011,4.482,5.493,23.2,1
30,58.0,45.0,21,351.566,352.569,4.158,10.0,8.0,1.003,4.158,5.1610000000000005,26.1,1
31,18.0,25.0,9,363.586,364.602,4.643,4.0,76.0,1.016,4.644,5.66,4.5,1
32,79.0,40.0,30,375.611,376.617,3.427,21.0,16.0,1.006,3.428,4.434,31.6,1
33,58.0,30.0,19,387.619,388.633,3.891,12.0,53.0,1.014,3.892,4.906,17.4,1
34,0.0,0.0,34,399.635,400.636,5.0,0.0,0.0,1.001,5.004,6.004999999999999,0.0,1
1,11.0,20.0,4,3.006,4.008,2.068,6.0,57.0,1.002,2.069,3.071,2.2,2
2,58.0,40.0,20,15.018,16.02,2.402,12.0,51.0,1.002,2.403,3.405,23.2,2
3,79.0,65.0,31,27.024,28.04,3.18,38.0,62.0,1.016,3.182,4.198,51.35,2
4,76.0,65.0,29,39.042,40.057,4.431,36.0,9.0,1.015,4.444,5.459,49.4,2
5,11.0,25.0,5,51.074000000000005,52.084,,,74.0,1.01,5.014,6.024,2.75,2
6,0.0,0.0,32,63.10000000000001,64.108,5.0,0.0,0.0,1.008,5.015,6.023,0.0,2
7,58.0,45.0,21,75.131,76.132,3.674,15.0,11.0,1.001,3.675,4.676,26.1,2
8,36.0,30.0,11,87.134,88.15,2.698,6.0,59.0,1.016,2.699,3.715,10.8,2
9,4.0,75.0,3,99.164,100.167,2.185,3.0,43.0,1.003,2.186,3.189,3.0,2
10,0.0,0.0,33,111.165,112.171,5.0,0.0,0.0,1.006,5.009,6.015000000000001,0.0,2
11,71.0,45.0,26,123.194,124.202,2.912,15.0,71.0,1.008,2.913,3.921,31.95,2
12,39.0,60.0,15,135.21,136.219,4.092,16.0,32.0,1.009,4.093,5.102,23.4,2
13,61.0,55.0,23,147.231,148.23399999999998,4.558,21.0,72.0,1.003,4.559,5.562,33.55,2
14,64.0,25.0,24,159.247,160.25099999999998,3.55,12.0,36.0,1.004,3.551,4.555,16.0,2
15,36.0,60.0,12,171.26399999999995,172.27499999999995,2.887,8.0,8.0,1.011,2.888,3.899,21.6,2
16,43.0,60.0,17,183.289,184.29,,,17.0,1.001,5.009,6.01,25.8,2
17,36.0,75.0,14,195.306,196.321,4.306,9.0,10.0,1.015,4.308,5.323,27.0,2
18,0.0,0.0,34,207.331,208.344,5.0,0.0,0.0,1.013,5.006,6.019,0.0,2
19,36.0,70.0,13,219.36,220.36899999999997,2.709,7.0,73.0,1.009,2.71,3.719,25.2,2
20,16.0,20.0,8,231.384,232.386,3.595,2.0,67.0,1.002,3.596,4.598,3.2,2
21,11.0,45.0,6,243.392,244.404,3.425,6.0,33.0,1.012,3.425,4.436999999999999,4.95,2
22,71.0,55.0,27,255.42,256.436,2.336,26.0,43.0,1.016,2.336,3.352,39.05,2
23,43.0,75.0,18,267.447,268.451,2.835,21.0,28.0,1.004,2.836,3.84,32.25,2
24,64.0,50.0,25,279.45500000000004,280.46500000000003,2.589,19.0,1.0,1.01,2.59,3.6,32.0,2
25,18.0,50.0,10,291.48,292.481,2.93,4.0,76.0,1.001,2.931,3.932,9.0,2
26,39.0,65.0,16,303.494,304.497,4.225,11.0,40.0,1.003,4.226,5.229,25.35,2
27,71.0,75.0,28,315.50199999999995,316.51199999999994,3.757,37.0,40.0,1.01,3.758,4.768,53.25,2
28,79.0,40.0,30,327.5179999999999,328.5279999999999,3.521,31.0,26.0,1.01,3.522,4.532,31.6,2
29,61.0,45.0,22,339.5299999999999,340.5319999999999,3.479,17.0,51.0,1.002,3.48,4.482,27.45,2
30,18.0,25.0,9,351.54599999999994,352.55499999999995,2.603,5.0,31.0,1.009,2.604,3.613,4.5,2
31,4.0,50.0,2,363.5559999999999,364.5569999999999,3.695,0.0,44.0,1.001,3.696,4.697,2.0,2
32,11.0,75.0,7,375.5609999999999,376.572,4.288,0.0,11.0,1.011,4.288,5.299,8.25,2
33,58.0,30.0,19,387.588,388.59,4.274,15.0,64.0,1.002,4.274,5.276,17.4,2
34,4.0,25.0,1,399.595,400.599,2.684,2.0,65.0,1.004,2.685,3.689,1.0,2
1,71.0,75.0,28,3.009,4.012,3.038,34.0,30.0,1.003,3.039,4.042,53.25,3
2,58.0,45.0,21,15.018,16.029,2.259,19.0,61.0,1.011,2.26,3.271,26.1,3
3,0.0,0.0,32,27.037,28.043,5.0,0.0,0.0,1.006,5.009,6.015000000000001,0.0,3
4,43.0,60.0,17,39.055,40.056,3.358,22.0,55.0,1.001,3.358,4.359,25.8,3
5,4.0,25.0,1,51.068,52.082,2.871,0.0,69.0,1.014,2.872,3.886,1.0,3
6,79.0,40.0,30,63.096,64.105,2.809,25.0,25.0,1.009,2.81,3.819,31.6,3
7,64.0,25.0,24,75.11800000000001,76.132,2.877,4.0,48.0,1.014,2.877,3.891,16.0,3
8,11.0,25.0,5,87.141,88.155,3.673,2.0,5.0,1.014,3.673,4.687,2.75,3
9,58.0,30.0,19,99.168,100.176,3.495,11.0,29.0,1.008,3.496,4.504,17.4,3
10,4.0,75.0,3,111.182,112.193,3.854,2.0,62.0,1.011,3.855,4.866,3.0,3
11,43.0,75.0,18,123.207,124.214,3.479,16.0,70.0,1.007,3.48,4.487,32.25,3
12,61.0,55.0,23,135.21800000000002,136.229,2.984,17.0,39.0,1.011,2.984,3.995,33.55,3
13,64.0,50.0,25,147.23600000000002,148.24400000000003,4.427,18.0,66.0,1.008,4.428,5.436,32.0,3
14,36.0,30.0,11,159.26000000000002,160.276,2.938,10.0,75.0,1.016,2.939,3.955,10.8,3
15,79.0,65.0,31,171.286,172.292,2.832,43.0,55.0,1.006,2.833,3.839,51.35,3
16,18.0,25.0,9,183.307,184.309,2.65,12.0,48.0,1.002,2.651,3.653,4.5,3
17,71.0,45.0,26,195.32,196.325,3.852,12.0,14.0,1.005,3.853,4.8580000000000005,31.95,3
18,76.0,65.0,29,207.34,208.341,2.791,33.0,30.0,1.001,2.792,3.793,49.4,3
19,0.0,0.0,33,219.351,220.356,5.0,0.0,0.0,1.005,5.0,6.005,0.0,3
20,11.0,20.0,4,231.369,232.371,,,5.0,1.002,5.005,6.007,2.2,3
21,61.0,45.0,22,243.378,244.394,3.022,13.0,64.0,1.016,3.023,4.039,27.45,3
22,71.0,55.0,27,255.401,256.41200000000003,2.014,27.0,49.0,1.011,2.015,3.026,39.05,3
23,16.0,20.0,8,267.415,268.425,2.674,3.0,8.0,1.01,2.676,3.686,3.2,3
24,4.0,50.0,2,279.433,280.441,2.615,0.0,1.0,1.008,2.616,3.624,2.0,3
25,11.0,45.0,6,291.444,292.451,3.875,2.0,7.0,1.007,3.875,4.882,4.95,3
26,18.0,50.0,10,303.462,304.476,3.389,6.0,20.0,1.014,3.39,4.404,9.0,3
27,39.0,60.0,15,315.481,316.498,3.082,13.0,57.0,1.017,3.082,4.099,23.4,3
28,36.0,70.0,13,327.514,328.514,2.371,17.0,80.0,1.0,2.372,3.372,25.2,3
29,11.0,75.0,7,339.516,340.52000000000004,2.414,6.0,6.0,1.004,2.415,3.419,8.25,3
30,58.0,40.0,20,351.53100000000006,352.54300000000006,2.735,8.0,28.0,1.012,2.737,3.749,23.2,3
31,0.0,0.0,34,363.5440000000001,364.5550000000001,5.0,0.0,0.0,1.011,5.01,6.021,0.0,3
32,39.0,65.0,16,375.5660000000001,376.5680000000001,3.084,17.0,32.0,1.002,3.084,4.086,25.35,3
33,36.0,75.0,14,387.5750000000001,388.5820000000001,4.536,14.0,56.0,1.007,4.537,5.544,27.0,3
34,36.0,60.0,12,399.58400000000006,400.6000000000001,3.887,13.0,43.0,1.016,3.889,4.904999999999999,21.6,3
1,79.0,65.0,31,3.014,4.015,2.665,32.0,1.0,1.001,2.667,3.668,51.35,4
2,43.0,60.0,17,15.02,16.025,2.654,25.0,44.0,1.005,2.656,3.661,25.8,4
3,76.0,65.0,29,27.034,28.044,4.175,34.0,80.0,1.01,4.173,5.183,49.4,4
4,36.0,75.0,14,39.05,40.057,2.61,19.0,56.0,1.007,2.611,3.618,27.0,4
5,0.0,0.0,32,51.06599999999999,52.07099999999999,5.0,0.0,0.0,1.005,5.009,6.014,0.0,4
6,4.0,50.0,2,63.09499999999999,64.106,,,75.0,1.011,5.005,6.016,2.0,4
7,36.0,70.0,13,75.124,76.136,4.515,20.0,77.0,1.012,4.517,5.529,25.2,4
8,0.0,0.0,33,87.139,88.14399999999999,5.0,0.0,0.0,1.005,5.008,6.013,0.0,4
9,58.0,45.0,21,99.155,100.17,3.887,12.0,80.0,1.015,3.888,4.903,26.1,4
10,58.0,30.0,19,111.179,112.18999999999998,4.201,5.0,73.0,1.011,4.202,5.213,17.4,4
11,61.0,45.0,22,123.20299999999996,124.20599999999996,3.781,13.0,35.0,1.003,3.781,4.784,27.45,4
12,64.0,25.0,24,135.213,136.221,3.29,8.0,67.0,1.008,3.29,4.298,16.0,4
13,39.0,60.0,15,147.234,148.237,4.749,11.0,22.0,1.003,4.737,5.74,23.4,4
14,43.0,75.0,18,159.22799999999998,160.23799999999997,2.894,22.0,21.0,1.01,2.895,3.905,32.25,4
15,71.0,55.0,27,171.25199999999998,172.253,4.11,28.0,12.0,1.001,4.111,5.112,39.05,4
16,61.0,55.0,23,183.267,184.26999999999995,2.669,20.0,68.0,1.003,2.67,3.673,33.55,4
17,0.0,0.0,34,195.28099999999995,196.28999999999996,5.0,0.0,0.0,1.009,5.008,6.017,0.0,4
18,18.0,25.0,9,207.30099999999996,208.30499999999992,2.53,4.0,56.0,1.004,2.531,3.535,4.5,4
19,39.0,65.0,16,219.31099999999992,220.3269999999999,4.37,13.0,22.0,1.016,4.371,5.3870000000000005,25.35,4
20,16.0,20.0,8,231.33999999999992,232.3559999999999,2.954,2.0,23.0,1.016,2.955,3.971,3.2,4
21,58.0,40.0,20,243.35899999999992,244.37499999999991,,,33.0,1.016,5.003,6.019,23.2,4
22,79.0,40.0,30,255.38199999999992,256.39,3.684,26.0,22.0,1.008,3.685,4.693,31.6,4
23,18.0,50.0,10,267.40099999999995,268.415,2.61,7.0,23.0,1.014,2.611,3.625,9.0,4
24,11.0,75.0,7,279.426,280.43999999999994,2.607,5.0,14.0,1.014,2.607,3.621,8.25,4
25,11.0,25.0,5,291.441,292.445,4.393,1.0,52.0,1.004,4.394,5.398,2.75,4
26,11.0,45.0,6,303.447,304.449,4.627,3.0,28.0,1.002,4.63,5.632,4.95,4
27,71.0,45.0,26,315.45300000000003,316.454,2.028,19.0,29.0,1.001,2.029,3.03,31.95,4
28,36.0,60.0,12,327.472,328.47799999999995,3.999,13.0,49.0,1.006,4.0,5.006,21.6,4
29,71.0,75.0,28,339.49299999999994,340.5059999999999,3.477,42.0,33.0,1.013,3.478,4.491,53.25,4
30,11.0,20.0,4,351.5079999999999,352.5129999999999,3.981,3.0,41.0,1.005,3.982,4.987,2.2,4
31,4.0,75.0,3,363.529,364.5349999999999,,,19.0,1.006,5.001,6.007000000000001,3.0,4
32,64.0,50.0,25,375.5379999999999,376.5459999999999,3.475,21.0,73.0,1.008,3.475,4.4830000000000005,32.0,4
33,36.0,30.0,11,387.5499999999999,388.5519999999999,4.171,6.0,38.0,1.002,4.172,5.174,10.8,4
34,4.0,25.0,1,399.5639999999999,400.5799999999999,4.222,1.0,71.0,1.016,4.223,5.239,1.0,4
1,0.0,0.0,32,3.004,4.018,5.0,0.0,0.0,1.014,4.987,6.001,0.0,5
2,64.0,50.0,25,15.011,16.02,2.732,20.0,67.0,1.009,2.733,3.742,32.0,5
3,39.0,60.0,15,27.035,28.051,2.91,14.0,72.0,1.016,2.911,3.927,23.4,5
4,0.0,0.0,33,39.054,40.068000000000005,5.0,0.0,0.0,1.014,5.009,6.023000000000001,0.0,5
5,36.0,75.0,14,51.092000000000006,52.099,2.299,15.0,45.0,1.007,2.3,3.3069999999999995,27.0,5
6,79.0,65.0,31,63.111,64.116,4.143,45.0,25.0,1.005,4.146,5.151,51.35,5
7,71.0,45.0,26,75.132,76.14800000000001,2.518,32.0,18.0,1.016,2.52,3.536,31.95,5
8,61.0,55.0,23,87.15100000000001,88.16400000000002,3.429,24.0,72.0,1.013,3.429,4.442,33.55,5
9,71.0,55.0,27,99.17000000000002,100.18000000000002,3.314,30.0,62.0,1.01,3.314,4.324,39.05,5
10,39.0,65.0,16,111.18400000000004,112.19700000000005,3.813,26.0,29.0,1.013,3.814,4.827,25.35,5
11,71.0,75.0,28,123.19900000000004,124.21100000000004,2.908,41.0,34.0,1.012,2.909,3.921,53.25,5
12,61.0,45.0,22,135.23100000000002,136.23800000000003,3.471,26.0,67.0,1.007,3.472,4.479,27.45,5
13,11.0,25.0,5,147.24100000000004,148.25600000000003,2.695,5.0,32.0,1.015,2.696,3.711,2.75,5
14,79.0,40.0,30,159.27100000000002,160.28,4.015,25.0,45.0,1.009,4.017,5.026,31.6,5
15,43.0,60.0,17,171.283,172.284,3.172,25.0,45.0,1.001,3.173,4.174,25.8,5
16,4.0,50.0,2,183.297,184.31,4.642,1.0,6.0,1.013,4.644,5.657,2.0,5
17,58.0,30.0,19,195.323,196.335,4.591,12.0,10.0,1.012,4.591,5.603,17.4,5
18,64.0,25.0,24,207.336,208.347,2.372,14.0,28.0,1.011,2.373,3.3840000000000003,16.0,5
19,18.0,50.0,10,219.362,220.365,4.165,6.0,80.0,1.003,4.167,5.17,9.0,5
20,43.0,75.0,18,231.368,232.381,3.396,25.0,4.0,1.013,3.398,4.411,32.25,5
21,36.0,30.0,11,243.394,244.398,2.258,14.0,35.0,1.004,2.259,3.263,10.8,5
22,4.0,75.0,3,255.403,256.412,2.401,2.0,11.0,1.009,2.402,3.411,3.0,5
23,0.0,0.0,34,267.427,268.444,5.0,0.0,0.0,1.017,5.009,6.026,0.0,5
24,16.0,20.0,8,279.465,280.475,3.95,4.0,76.0,1.01,3.95,4.96,3.2,5
25,58.0,40.0,20,291.482,292.491,4.204,17.0,2.0,1.009,4.205,5.214,23.2,5
26,36.0,70.0,13,303.508,304.522,2.956,22.0,0.0,1.014,2.956,3.97,25.2,5
27,11.0,75.0,7,315.526,316.529,2.968,6.0,20.0,1.003,2.969,3.972,8.25,5
28,76.0,65.0,29,327.533,328.539,3.784,39.0,55.0,1.006,3.785,4.791,49.4,5
29,11.0,45.0,6,339.54400000000004,340.55500000000006,4.791,5.0,79.0,1.011,4.792,5.803,4.95,5
30,18.0,25.0,9,351.557,352.57,3.404,3.0,28.0,1.013,3.405,4.417999999999999,4.5,5
31,4.0,25.0,1,363.572,364.581,3.332,1.0,52.0,1.009,3.332,4.340999999999999,1.0,5
32,36.0,60.0,12,375.572,376.5729999999999,3.328,26.0,25.0,1.001,3.328,4.329,21.6,5
33,58.0,45.0,21,387.5749999999999,388.5759999999999,3.65,20.0,60.0,1.001,3.65,4.651,26.1,5
34,11.0,20.0,4,399.58599999999984,400.59099999999984,2.964,2.0,37.0,1.005,2.965,3.97,2.2,5
