TrialNumber,amount,prob,lottery_id,view_time,slider_time,rt,choice,mouse_start,view_ev_duration,eval_ev_duration,ev_duration,EV,run
2,43.0,75.0,18,15.016,16.021,3.907,27.0,2.0,1.005,3.908,4.913,32.25,3
3,79.0,40.0,30,27.03,28.040000000000003,4.48,26.0,69.0,1.01,4.481,5.491,31.6,3
4,4.0,25.0,1,39.044,40.057,1.693,0.0,10.0,1.013,1.694,2.707,1.0,3
5,61.0,55.0,23,51.07899999999999,52.093,4.113,28.0,1.0,1.014,4.114,5.128,33.55,3
6,43.0,60.0,17,63.10999999999999,64.12499999999999,2.78,21.0,32.0,1.015,2.781,3.796,25.8,3
7,11.0,25.0,5,75.139,76.143,3.756,2.0,52.0,1.004,3.757,4.761,2.75,3
8,39.0,60.0,15,87.147,88.156,,,59.0,1.009,5.001,6.01,23.4,3
9,71.0,45.0,26,99.15800000000002,100.172,2.997,26.0,37.0,1.014,2.998,4.0120000000000005,31.95,3
10,11.0,45.0,6,111.187,112.189,4.01,3.0,69.0,1.002,4.011,5.013,4.95,3
11,76.0,65.0,29,123.194,124.204,3.329,30.0,24.0,1.01,3.33,4.34,49.4,3
12,18.0,25.0,9,135.214,136.22,3.895,4.0,8.0,1.006,3.895,4.901,4.5,3
13,71.0,75.0,28,147.22400000000002,148.23700000000002,4.917,32.0,61.0,1.013,4.918,5.931,53.25,3
14,58.0,40.0,20,159.25200000000004,160.26600000000005,3.799,18.0,74.0,1.014,3.8,4.814,23.2,3
15,4.0,75.0,3,171.27600000000007,172.27800000000008,2.242,2.0,23.0,1.002,2.243,3.245,3.0,3
16,36.0,70.0,13,183.28500000000008,184.30100000000007,,,28.0,1.016,5.004,6.02,25.2,3
17,0.0,0.0,32,195.3160000000001,196.33100000000005,5.0,0.0,0.0,1.015,5.009,6.024,0.0,3
18,36.0,75.0,14,207.34600000000003,208.362,2.81,22.0,67.0,1.016,2.81,3.826,27.0,3
19,61.0,45.0,22,219.374,220.379,3.381,24.0,25.0,1.005,3.382,4.3870000000000005,27.45,3
20,11.0,75.0,7,231.391,232.39900000000003,4.382,7.0,35.0,1.008,4.382,5.39,8.25,3
21,71.0,55.0,27,243.41000000000005,244.413,4.798,26.0,22.0,1.003,4.799,5.8020000000000005,39.05,3
22,18.0,50.0,10,255.421,256.42400000000004,3.816,6.0,24.0,1.003,3.817,4.82,9.0,3
23,4.0,50.0,2,267.439,268.44100000000003,3.573,0.0,46.0,1.002,3.574,4.576,2.0,3
24,39.0,65.0,16,279.45900000000006,280.47300000000007,3.673,22.0,70.0,1.014,3.674,4.688,25.35,3
25,58.0,30.0,19,291.47800000000007,292.49000000000007,3.591,16.0,54.0,1.012,3.592,4.604,17.4,3
26,64.0,50.0,25,303.50200000000007,304.51000000000005,3.168,27.0,43.0,1.008,3.169,4.177,32.0,3
27,64.0,25.0,24,315.52000000000004,316.53000000000003,2.129,14.0,26.0,1.01,2.129,3.139,16.0,3
28,58.0,45.0,21,327.53200000000004,328.547,3.32,18.0,47.0,1.015,3.32,4.335,26.1,3
29,0.0,0.0,33,339.56100000000004,340.567,5.0,0.0,0.0,1.006,5.003,6.009,0.0,3
30,36.0,30.0,11,351.578,352.58399999999995,3.617,10.0,46.0,1.006,3.618,4.624,10.8,3
31,0.0,0.0,34,363.596,364.59899999999993,5.0,0.0,0.0,1.003,5.01,6.013,0.0,3
32,36.0,60.0,12,375.6239999999999,376.6309999999999,,,44.0,1.007,5.012,6.018999999999999,21.6,3
33,16.0,20.0,8,387.6459999999999,388.6479999999999,3.263,2.0,15.0,1.002,3.263,4.265,3.2,3
34,79.0,65.0,31,399.6509999999999,400.6619999999999,4.662,29.0,51.0,1.011,4.663,5.674,51.35,3
1,11.0,75.0,7,3.007,4.01,3.856,3.0,20.0,1.003,3.856,4.859,8.25,4
2,0.0,0.0,32,15.02,16.025,5.0,0.0,0.0,1.005,5.009,6.014,0.0,4
3,71.0,75.0,28,27.065,28.072,4.713,28.0,9.0,1.007,4.714,5.721,53.25,4
4,11.0,20.0,4,39.075,40.087,4.904,2.0,8.0,1.012,4.905,5.917,2.2,4
5,43.0,75.0,18,51.09,52.103,4.512,26.0,33.0,1.013,4.513,5.526,32.25,4
6,0.0,0.0,33,63.11,64.119,5.0,0.0,0.0,1.009,5.009,6.018000000000001,0.0,4
7,18.0,50.0,10,75.133,76.14999999999999,2.293,6.0,56.0,1.017,2.294,3.311,9.0,4
8,39.0,65.0,16,87.15999999999998,88.16699999999999,3.735,14.0,31.0,1.007,3.736,4.743,25.35,4
9,71.0,55.0,27,99.172,100.182,3.316,26.0,56.0,1.01,3.317,4.327,39.05,4
10,61.0,55.0,23,111.192,112.198,3.266,24.0,80.0,1.006,3.267,4.273,33.55,4
11,11.0,45.0,6,123.204,124.215,3.902,3.0,1.0,1.011,3.903,4.914,4.95,4
12,36.0,75.0,14,135.228,136.23000000000002,4.208,24.0,0.0,1.002,4.208,5.21,27.0,4
13,71.0,45.0,26,147.234,148.244,3.313,23.0,48.0,1.01,3.313,4.323,31.95,4
14,58.0,30.0,19,159.253,160.25799999999998,2.374,15.0,69.0,1.005,2.375,3.38,17.4,4
15,4.0,25.0,1,171.27399999999997,172.28499999999997,1.344,0.0,28.0,1.011,1.345,2.356,1.0,4
16,61.0,45.0,22,183.299,184.307,4.078,21.0,43.0,1.008,4.079,5.087,27.45,4
17,43.0,60.0,17,195.318,196.323,2.872,26.0,39.0,1.005,2.873,3.878,25.8,4
18,79.0,65.0,31,207.338,208.34,4.601,23.0,26.0,1.002,4.602,5.604,51.35,4
19,76.0,65.0,29,219.353,220.355,3.863,23.0,29.0,1.002,3.863,4.865,49.4,4
20,0.0,0.0,34,231.368,232.371,5.0,0.0,0.0,1.003,5.009,6.0120000000000005,0.0,4
21,4.0,50.0,2,243.381,244.386,2.352,1.0,50.0,1.005,2.354,3.359,2.0,4
22,58.0,45.0,21,255.395,256.398,3.337,19.0,42.0,1.003,3.339,4.342,26.1,4
23,79.0,40.0,30,267.411,268.417,4.038,20.0,19.0,1.006,4.039,5.045,31.6,4
24,58.0,40.0,20,279.43299999999994,280.449,3.265,17.0,34.0,1.016,3.266,4.282,23.2,4
25,36.0,60.0,12,291.455,292.471,4.202,19.0,50.0,1.016,4.204,5.22,21.6,4
26,64.0,25.0,24,303.482,304.497,3.343,14.0,1.0,1.015,3.344,4.359,16.0,4
27,11.0,25.0,5,315.508,316.512,1.95,2.0,11.0,1.004,1.951,2.955,2.75,4
28,36.0,30.0,11,327.51800000000003,328.521,2.615,8.0,50.0,1.003,2.617,3.62,10.8,4
29,18.0,25.0,9,339.52400000000006,340.52700000000004,2.362,5.0,6.0,1.003,2.362,3.365,4.5,4
30,16.0,20.0,8,351.5300000000001,352.5410000000001,,,3.0,1.011,5.016,6.027,3.2,4
31,4.0,75.0,3,363.5690000000001,364.57600000000014,3.728,1.0,64.0,1.007,3.729,4.736,3.0,4
32,36.0,70.0,13,375.5940000000001,376.6060000000001,4.927,20.0,35.0,1.012,4.928,5.94,25.2,4
33,64.0,50.0,25,387.6110000000001,388.6140000000001,3.12,23.0,37.0,1.003,3.121,4.124,32.0,4
34,39.0,60.0,15,399.62000000000006,400.6230000000001,3.317,17.0,25.0,1.003,3.318,4.321,23.4,4
1,71.0,45.0,26,3.014,4.02,1.885,24.0,28.0,1.006,1.886,2.892,31.95,5
2,39.0,60.0,15,15.025,16.035,2.631,17.0,53.0,1.01,2.632,3.642,23.4,5
3,4.0,75.0,3,27.037,28.05,1.35,1.0,56.0,1.013,1.352,2.365,3.0,5
4,43.0,75.0,18,39.057,40.066,2.965,17.0,17.0,1.009,2.965,3.974,32.25,5
5,43.0,60.0,17,51.06799999999999,52.08399999999999,2.527,14.0,69.0,1.016,2.528,3.544,25.8,5
6,16.0,20.0,8,63.08999999999999,64.097,3.55,4.0,5.0,1.007,3.551,4.558,3.2,5
7,11.0,25.0,5,75.109,76.115,2.768,3.0,8.0,1.006,2.769,3.775,2.75,5
8,36.0,70.0,13,87.119,88.135,3.506,21.0,5.0,1.016,3.506,4.522,25.2,5
9,71.0,55.0,27,99.137,100.145,3.395,27.0,26.0,1.008,3.395,4.4030000000000005,39.05,5
10,58.0,30.0,19,111.158,112.164,2.833,15.0,2.0,1.006,2.834,3.84,17.4,5
11,36.0,60.0,12,123.171,124.177,3.869,16.0,64.0,1.006,3.87,4.876,21.6,5
12,71.0,75.0,28,135.18699999999998,136.19099999999997,3.447,32.0,22.0,1.004,3.449,4.452999999999999,53.25,5
13,36.0,30.0,11,147.19899999999998,148.207,3.137,8.0,35.0,1.008,3.138,4.146,10.8,5
14,11.0,45.0,6,159.22,160.222,1.763,5.0,22.0,1.002,1.764,2.766,4.95,5
15,61.0,45.0,22,171.22600000000003,172.23900000000003,3.784,25.0,27.0,1.013,3.785,4.798,27.45,5
16,11.0,20.0,4,183.24700000000004,184.25300000000004,4.141,0.0,75.0,1.006,4.142,5.148000000000001,2.2,5
17,18.0,25.0,9,195.26800000000003,196.279,2.543,4.0,61.0,1.011,2.545,3.556,4.5,5
18,64.0,25.0,24,207.292,208.304,2.711,11.0,53.0,1.012,2.711,3.723,16.0,5
19,39.0,65.0,16,219.311,220.318,3.645,17.0,18.0,1.007,3.645,4.652,25.35,5
20,58.0,40.0,20,231.332,232.33400000000003,,,14.0,1.002,5.01,6.012,23.2,5
21,76.0,65.0,29,243.356,244.365,4.831,30.0,13.0,1.009,4.832,5.840999999999999,49.4,5
22,0.0,0.0,32,255.381,256.386,5.0,0.0,0.0,1.005,5.004,6.009,0.0,5
23,64.0,50.0,25,267.40500000000003,268.41400000000004,2.073,26.0,15.0,1.009,2.073,3.082,32.0,5
24,36.0,75.0,14,279.42100000000005,280.42900000000003,3.34,22.0,47.0,1.008,3.341,4.349,27.0,5
25,79.0,65.0,31,291.434,292.44300000000004,2.719,24.0,18.0,1.009,2.721,3.73,51.35,5
26,18.0,50.0,10,303.45000000000005,304.46000000000004,4.379,8.0,7.0,1.01,4.38,5.39,9.0,5
27,58.0,45.0,21,315.46200000000005,316.475,3.356,18.0,14.0,1.013,3.357,4.37,26.1,5
28,79.0,40.0,30,327.48800000000006,328.49300000000005,2.507,15.0,60.0,1.005,2.509,3.514,31.6,5
29,61.0,55.0,23,339.4990000000001,340.5060000000001,4.532,21.0,62.0,1.007,4.533,5.54,33.55,5
30,0.0,0.0,33,351.5090000000001,352.5100000000001,5.0,0.0,0.0,1.001,5.001,6.002000000000001,0.0,5
31,11.0,75.0,7,363.5180000000001,364.5220000000001,2.947,5.0,75.0,1.004,2.948,3.952,8.25,5
32,0.0,0.0,34,375.5390000000001,376.5530000000001,5.0,0.0,0.0,1.014,5.013,6.027,0.0,5
33,4.0,25.0,1,387.5770000000001,388.5860000000001,2.774,1.0,62.0,1.009,2.775,3.784,1.0,5
34,4.0,50.0,2,399.5920000000001,400.6050000000001,,,14.0,1.013,5.004,6.017,2.0,5
