TrialNumber,amount,prob,lottery_id,view_time,slider_time,rt,choice,mouse_start,view_ev_duration,eval_ev_duration,ev_duration,EV,run
10,36.0,30.0,11,111.243,112.253,,,61.0,1.01,5.01,6.02,10.8,2
11,11.0,20.0,4,123.27600000000002,124.28500000000004,,,56.0,1.009,4.997,6.006,2.2,2
12,0.0,0.0,32,135.28600000000003,136.29200000000003,5.0,0.0,0.0,1.006,5.015,6.021,0.0,2
13,61.0,45.0,22,147.32100000000003,148.324,,,20.0,1.003,5.011,6.014,27.45,2
14,64.0,25.0,24,159.348,160.354,,,22.0,1.006,5.015,6.021,16.0,2
15,76.0,65.0,29,171.383,172.39,,,41.0,1.007,5.006,6.013,49.4,2
16,36.0,70.0,13,183.4,184.404,,,2.0,1.004,5.028,6.032,25.2,2
17,71.0,45.0,26,195.443,196.45,4.1,32.0,39.0,1.007,4.101,5.108,31.95,2
18,4.0,50.0,2,207.455,208.465,,,63.0,1.01,5.011,6.021,2.0,2
19,39.0,60.0,15,219.48,220.482,3.808,24.0,11.0,1.002,3.81,4.812,23.4,2
20,0.0,0.0,33,231.495,232.497,5.0,0.0,0.0,1.002,5.009,6.011,0.0,2
21,43.0,60.0,17,243.507,244.51,4.284,22.0,40.0,1.003,4.286,5.289,25.8,2
22,79.0,65.0,31,255.513,256.515,,,15.0,1.002,5.001,6.003,51.35,2
23,61.0,55.0,23,267.51899999999995,268.5249999999999,3.658,30.0,67.0,1.006,3.66,4.666,33.55,2
24,4.0,75.0,3,279.53399999999993,280.545,4.352,3.0,70.0,1.011,4.353,5.364,3.0,2
25,11.0,45.0,6,291.54799999999994,292.55799999999994,5.0,5.0,40.0,1.01,5.002,6.012,4.95,2
26,79.0,40.0,30,303.56499999999994,304.57199999999995,,,75.0,1.007,5.018,6.025,31.6,2
27,4.0,25.0,1,315.5849999999999,316.59899999999993,,,73.0,1.014,5.002,6.016,1.0,2
28,0.0,0.0,34,327.605,328.607,5.0,0.0,0.0,1.002,5.01,6.012,0.0,2
29,58.0,45.0,21,339.628,340.629,,,58.0,1.001,5.008,6.009,26.1,2
30,58.0,40.0,20,351.64899999999994,352.66099999999994,,,37.0,1.012,5.008,6.02,23.2,2
31,11.0,75.0,7,363.683,364.6979999999999,,,69.0,1.015,5.008,6.023,8.25,2
32,58.0,30.0,19,375.7189999999999,376.7339999999999,,,19.0,1.015,5.005,6.02,17.4,2
33,71.0,55.0,27,387.7549999999999,388.7659999999999,,,46.0,1.011,5.003,6.014,39.05,2
34,11.0,25.0,5,399.7809999999999,400.7879999999999,,,80.0,1.007,5.011,6.018,2.75,2
1,61.0,45.0,22,3.011,4.013,2.586,29.0,58.0,1.002,2.588,3.59,27.45,4
2,61.0,55.0,23,15.015999999999998,16.028,3.277,32.0,6.0,1.012,3.279,4.291,33.55,4
3,64.0,25.0,24,27.037,28.044,,,20.0,1.007,5.014,6.021,16.0,4
4,39.0,60.0,15,39.068,40.076,,,23.0,1.008,5.027,6.035,23.4,4
5,43.0,60.0,17,51.111,52.118,,,22.0,1.007,5.009,6.016,25.8,4
6,0.0,0.0,32,63.131,64.134,5.0,0.0,0.0,1.003,5.012,6.015,0.0,4
7,11.0,20.0,4,75.149,76.164,,,42.0,1.015,5.006,6.021,2.2,4
8,58.0,30.0,19,87.182,88.197,2.927,15.0,66.0,1.015,2.929,3.944,17.4,4
9,4.0,50.0,2,99.206,100.212,3.504,2.0,54.0,1.006,3.508,4.514,2.0,4
10,79.0,65.0,31,111.225,112.232,,,43.0,1.007,5.002,6.009,51.35,4
11,71.0,55.0,27,123.236,124.247,4.449,35.0,54.0,1.011,4.451,5.462,39.05,4
12,36.0,75.0,14,135.254,136.262,,,37.0,1.008,5.013,6.021,27.0,4
13,0.0,0.0,33,147.287,148.294,5.0,0.0,0.0,1.007,5.009,6.016,0.0,4
14,71.0,45.0,26,159.304,160.31,4.846,30.0,21.0,1.006,4.84,5.846,31.95,4
15,4.0,75.0,3,171.308,172.31699999999998,4.352,3.0,58.0,1.009,4.354,5.363,3.0,4
16,11.0,75.0,7,183.329,184.333,4.915,8.0,18.0,1.004,4.917,5.920999999999999,8.25,4
17,36.0,70.0,13,195.336,196.347,,,7.0,1.011,5.004,6.015,25.2,4
18,79.0,40.0,30,207.365,208.378,,,17.0,1.013,5.008,6.021,31.6,4
19,71.0,75.0,28,219.389,220.395,,,13.0,1.006,5.006,6.0120000000000005,53.25,4
20,18.0,50.0,10,231.408,232.412,,,67.0,1.004,5.009,6.013,9.0,4
21,58.0,45.0,21,243.436,244.442,4.713,26.0,68.0,1.006,4.715,5.721,26.1,4
22,36.0,30.0,11,255.458,256.474,,,70.0,1.016,5.004,6.02,10.8,4
23,58.0,40.0,20,267.48400000000004,268.49100000000004,4.968,22.0,27.0,1.007,4.97,5.976999999999999,23.2,4
24,39.0,65.0,16,279.49700000000007,280.5060000000001,,,67.0,1.009,5.02,6.029,25.35,4
25,43.0,75.0,18,291.53100000000006,292.5330000000001,,,61.0,1.002,5.002,6.004,32.25,4
26,11.0,45.0,6,303.5420000000001,304.5460000000001,4.391,4.0,16.0,1.004,4.392,5.396000000000001,4.95,4
27,0.0,0.0,34,315.5490000000001,316.5610000000001,5.0,0.0,0.0,1.012,5.008,6.02,0.0,4
28,18.0,25.0,9,327.58400000000006,328.59200000000004,,,6.0,1.008,5.004,6.012,4.5,4
29,76.0,65.0,29,339.60900000000004,340.62300000000005,,,4.0,1.014,5.007,6.021,49.4,4
30,11.0,25.0,5,351.63500000000005,352.65100000000007,4.822,2.0,61.0,1.016,4.824,5.84,2.75,4
31,36.0,60.0,12,363.6580000000001,364.6740000000001,,,80.0,1.016,5.008,6.024,21.6,4
32,4.0,25.0,1,375.6860000000001,376.7000000000001,2.622,1.0,17.0,1.014,2.623,3.637000000000001,1.0,4
33,16.0,20.0,8,387.7150000000001,388.7220000000001,,,21.0,1.007,5.018,6.025,3.2,4
34,64.0,50.0,25,399.7460000000001,400.7550000000001,4.825,32.0,18.0,1.009,4.817,5.8260000000000005,32.0,4
1,36.0,75.0,14,3.01,4.015,,,30.0,1.005,5.004,6.009,27.0,5
2,11.0,25.0,5,15.023999999999996,16.029999999999998,,,43.0,1.006,5.007,6.013,2.75,5
3,11.0,20.0,4,27.055,28.061,2.865,2.0,60.0,1.006,2.868,3.874,2.2,5
4,61.0,45.0,22,39.072,40.078,4.351,26.0,12.0,1.006,4.353,5.359,27.45,5
5,39.0,60.0,15,51.087,52.095000000000006,3.4,24.0,11.0,1.008,3.401,4.409,23.4,5
6,43.0,60.0,17,63.10500000000001,64.11500000000001,4.192,24.0,47.0,1.01,4.193,5.202999999999999,25.8,5
7,64.0,50.0,25,75.12400000000001,76.13900000000001,3.485,31.0,42.0,1.015,3.487,4.502,32.0,5
8,58.0,45.0,21,87.15,88.156,2.912,26.0,25.0,1.006,2.913,3.919,26.1,5
9,36.0,70.0,13,99.158,100.171,,,19.0,1.013,5.002,6.015,25.2,5
10,4.0,75.0,3,111.18,112.196,3.624,3.0,20.0,1.016,3.626,4.642,3.0,5
11,11.0,75.0,7,123.20100000000002,124.21700000000004,,,65.0,1.016,5.004,6.02,8.25,5
12,36.0,30.0,11,135.22700000000003,136.23400000000004,,,7.0,1.007,5.002,6.009,10.8,5
13,36.0,60.0,12,147.24200000000005,148.25200000000004,3.048,18.0,22.0,1.01,3.049,4.059,21.6,5
14,39.0,65.0,16,159.25900000000004,160.26500000000004,,,21.0,1.006,5.009,6.015000000000001,25.35,5
15,0.0,0.0,32,171.27900000000005,172.28100000000006,5.0,0.0,0.0,1.002,5.01,6.012,0.0,5
16,18.0,50.0,10,183.3050000000001,184.31400000000005,,,63.0,1.009,5.01,6.019,9.0,5
17,43.0,75.0,18,195.34000000000003,196.349,3.687,30.0,31.0,1.009,3.689,4.698,32.25,5
18,16.0,20.0,8,207.365,208.378,4.352,2.0,71.0,1.013,4.354,5.367,3.2,5
19,4.0,50.0,2,219.391,220.395,,,47.0,1.004,5.012,6.016,2.0,5
20,61.0,55.0,23,231.42,232.43400000000003,3.705,30.0,76.0,1.014,3.706,4.72,33.55,5
21,4.0,25.0,1,243.442,244.443,,,14.0,1.001,5.003,6.004,1.0,5
22,11.0,45.0,6,255.45900000000003,256.473,3.908,4.0,55.0,1.014,3.91,4.924,4.95,5
23,0.0,0.0,33,267.48900000000003,268.49100000000004,5.0,0.0,0.0,1.002,5.009,6.011,0.0,5
24,18.0,25.0,9,279.5060000000001,280.51900000000006,4.239,5.0,3.0,1.013,4.241,5.254,4.5,5
25,58.0,30.0,19,291.53100000000006,292.53800000000007,,,42.0,1.007,5.006,6.013,17.4,5
26,79.0,40.0,30,303.5570000000001,304.5690000000001,4.733,31.0,54.0,1.012,4.734,5.746,31.6,5
27,76.0,65.0,29,315.5760000000001,316.58400000000006,4.907,44.0,25.0,1.008,4.908,5.916,49.4,5
28,64.0,25.0,24,327.5870000000001,328.6020000000001,,,2.0,1.015,5.017,6.032,16.0,5
29,79.0,65.0,31,339.6260000000001,340.63200000000006,,,8.0,1.006,5.014,6.0200000000000005,51.35,5
30,0.0,0.0,34,351.6480000000001,352.64900000000006,5.0,0.0,0.0,1.001,5.009,6.01,0.0,5
31,71.0,75.0,28,363.6670000000001,364.68000000000006,4.688,48.0,80.0,1.013,4.689,5.702,53.25,5
32,71.0,45.0,26,375.6880000000001,376.6960000000001,3.546,30.0,8.0,1.008,3.547,4.555,31.95,5
33,71.0,55.0,27,387.7090000000001,388.71300000000014,,,6.0,1.004,5.011,6.015000000000001,39.05,5
34,58.0,40.0,20,399.73600000000016,400.7450000000002,,,64.0,1.009,5.005,6.013999999999999,23.2,5
1,11.0,20.0,4,3.014,4.021,3.582,0.0,12.0,1.007,3.583,4.59,2.2,1
2,18.0,25.0,9,15.032,16.037,3.825,4.0,75.0,1.005,3.826,4.831,4.5,1
3,58.0,30.0,19,27.054,28.069,,,75.0,1.015,5.013,6.028,17.4,1
4,61.0,55.0,23,39.091,40.093,4.611,30.0,79.0,1.002,4.613,5.615,33.55,1
5,36.0,70.0,13,51.105,52.108,,,71.0,1.003,5.013,6.016,25.2,1
6,11.0,75.0,7,63.129000000000005,64.13900000000001,4.366,2.0,25.0,1.01,4.367,5.377,8.25,1
7,39.0,65.0,16,75.14800000000001,76.15500000000002,4.176,18.0,69.0,1.007,4.177,5.183999999999999,25.35,1
8,36.0,30.0,11,87.17300000000002,88.18600000000002,3.358,6.0,43.0,1.013,3.36,4.372999999999999,10.8,1
9,71.0,55.0,27,99.19900000000004,100.20600000000005,,,6.0,1.007,5.017,6.024,39.05,1
10,11.0,45.0,6,111.22800000000002,112.23800000000004,,,57.0,1.01,5.015,6.025,4.95,1
11,79.0,40.0,30,123.26700000000002,124.27000000000002,,,35.0,1.003,5.014,6.017,31.6,1
12,18.0,50.0,10,135.29800000000003,136.30200000000002,2.636,9.0,33.0,1.004,2.638,3.642,9.0,1
13,39.0,60.0,15,147.30800000000002,148.318,3.966,23.0,15.0,1.01,3.968,4.978,23.4,1
14,71.0,75.0,28,159.325,160.327,,,77.0,1.002,5.013,6.015,53.25,1
15,64.0,50.0,25,171.345,172.352,4.056,32.0,76.0,1.007,4.057,5.064,32.0,1
16,61.0,45.0,22,183.359,184.365,2.601,28.0,23.0,1.006,2.604,3.61,27.45,1
17,43.0,75.0,18,195.379,196.38,,,6.0,1.001,5.008,6.009,32.25,1
18,43.0,60.0,17,207.399,208.411,4.803,20.0,32.0,1.012,4.805,5.817,25.8,1
19,4.0,75.0,3,219.416,220.428,,,0.0,1.012,5.002,6.013999999999999,3.0,1
20,64.0,25.0,24,231.442,232.444,4.869,13.0,75.0,1.002,4.87,5.872,16.0,1
21,4.0,25.0,1,243.45800000000003,244.46000000000004,3.756,1.0,14.0,1.002,3.757,4.759,1.0,1
22,36.0,60.0,12,255.46600000000004,256.47400000000005,,,24.0,1.008,5.002,6.01,21.6,1
23,0.0,0.0,32,267.48100000000005,268.49000000000007,5.0,0.0,0.0,1.009,5.002,6.010999999999999,0.0,1
24,36.0,75.0,14,279.49700000000007,280.5080000000001,,,10.0,1.011,5.008,6.019,27.0,1
25,0.0,0.0,33,291.5200000000001,292.5210000000001,5.0,0.0,0.0,1.001,5.015,6.016,0.0,1
26,0.0,0.0,34,303.54400000000004,304.55300000000005,5.0,0.0,0.0,1.009,5.01,6.019,0.0,1
27,79.0,65.0,31,315.56800000000004,316.57000000000005,3.532,45.0,64.0,1.002,3.533,4.535,51.35,1
28,4.0,50.0,2,327.58000000000004,328.58400000000006,,,30.0,1.004,5.011,6.015000000000001,2.0,1
29,11.0,25.0,5,339.6070000000001,340.6140000000001,,,3.0,1.007,5.012,6.018999999999999,2.75,1
30,58.0,45.0,21,351.63400000000007,352.64900000000006,,,74.0,1.015,5.002,6.017,26.1,1
31,16.0,20.0,8,363.6530000000001,364.66800000000006,,,49.0,1.015,5.007,6.021999999999999,3.2,1
32,71.0,45.0,26,375.6770000000001,376.6820000000001,3.598,31.0,0.0,1.005,3.598,4.603,31.95,1
33,76.0,65.0,29,387.6950000000001,388.7110000000001,,,22.0,1.016,5.008,6.024,49.4,1
34,58.0,40.0,20,399.7350000000001,400.7400000000001,,,27.0,1.005,5.013,6.018,23.2,1
