subject_id,binary_id,trinary_id,target_choice,trinary_group,catch,decoy_choice,rt,amountA,probA,amountB,probB,EVA,EVB,avg_amounts,avg_probs,amountC,probC,EVC
8f7cbfba-4a71-49e1-ad8a-3dbd13a8714c,6.0,6.0,1,0,0.0,0.0,4090.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6.0,6.0,0,0,0.0,0.0,6924.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6.0,6.0,0,0,0.0,0.0,11331.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
e945a69c-3c1d-47e5-8dcc-c414004fbdc8,6.0,6.0,0,0,0.0,0.0,10772.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
03cbde16-3b69-4c03-bac2-7359d2f67f94,6.0,6.0,0,0,0.0,0.0,737.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
03cbde16-3b69-4c03-bac2-7359d2f67f94,6.0,6.0,0,0,0.0,0.0,753.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
03cbde16-3b69-4c03-bac2-7359d2f67f94,6.0,6.0,0,0,0.0,0.0,702.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
51eb357b-2d5f-4529-adb7-70ead931726e,6.0,6.0,1,0,0.0,0.0,4593.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
51eb357b-2d5f-4529-adb7-70ead931726e,6.0,6.0,1,0,0.0,0.0,3314.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
51eb357b-2d5f-4529-adb7-70ead931726e,6.0,6.0,1,0,0.0,0.0,2661.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
53c4bcc9-a8d9-4849-94e3-b2a14024f5a7,6.0,6.0,1,0,0.0,0.0,1322.0,0.8,0.25,0.09333333333333334,0.75,0.28708133971291866,0.13875598086124402,0.4466666666666667,0.5,,,
