,subject_id,binary_id,trinary_id,target_choice,trinary_group,catch,actual_choice,decoy_choice,competitor_choice,rt,amountA,probA,amountB,probB,EVA,EVB,avg_amounts,avg_probs,amountC,probC,EVC
102,23e4e6c8-96b3-4791-b8dc-05b9530d7211,1.0,1.0,0,0,0.0,B,0.0,1.0,5039.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
103,23e4e6c8-96b3-4791-b8dc-05b9530d7211,1.0,1.0,0,0,0.0,B,0.0,1.0,3932.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
104,23e4e6c8-96b3-4791-b8dc-05b9530d7211,1.0,1.0,0,0,0.0,B,0.0,1.0,4612.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
105,b06b759d-7bc3-44b3-ac5f-72bfa44f8e6f,1.0,1.0,0,0,0.0,B,0.0,1.0,2792.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
106,b06b759d-7bc3-44b3-ac5f-72bfa44f8e6f,1.0,1.0,1,0,0.0,A,0.0,0.0,2021.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
107,b06b759d-7bc3-44b3-ac5f-72bfa44f8e6f,1.0,1.0,0,0,0.0,B,0.0,1.0,3104.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
108,afbc429c-ea6f-444e-b924-866a4df3f8d4,1.0,1.0,1,0,0.0,A,0.0,0.0,1769.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
109,afbc429c-ea6f-444e-b924-866a4df3f8d4,1.0,1.0,1,0,0.0,A,0.0,0.0,1321.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
110,afbc429c-ea6f-444e-b924-866a4df3f8d4,1.0,1.0,1,0,0.0,A,0.0,0.0,1483.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
111,c485716c-e631-43bd-8393-1f3ce811240f,1.0,1.0,0,0,0.0,B,0.0,1.0,3588.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
112,c485716c-e631-43bd-8393-1f3ce811240f,1.0,1.0,0,0,0.0,B,0.0,1.0,2522.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
113,c485716c-e631-43bd-8393-1f3ce811240f,1.0,1.0,1,0,0.0,A,0.0,0.0,3838.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
114,8f7cbfba-4a71-49e1-ad8a-3dbd13a8714c,1.0,1.0,0,0,0.0,B,0.0,1.0,6328.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
115,8f7cbfba-4a71-49e1-ad8a-3dbd13a8714c,1.0,1.0,0,0,0.0,B,0.0,1.0,5026.0,0.4666666666666667,0.65,0.8,0.5,0.4660287081339713,0.5933014354066986,0.6333333333333333,0.575,,,
